NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"VirtualLucas","Azure for Students","VirtualLucas_group","Mexico Central","Interrompido (desalocado)","Windows","Standard_B2as_v2","158.23.58.113","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/037e9198-9ddb-498c-a625-ec59f84802eb/resourcegroups/virtuallucas_group/providers/microsoft.compute/virtualmachines/virtuallucas""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/037e9198-9ddb-498c-a625-ec59f84802eb/resourceGroups/VirtualLucas_group/providers/Microsoft.Compute/virtualMachines/VirtualLucas"
