NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"VirtualCle","Azure for Students","VirtualCle_group","Mexico Central","Interrompido (desalocado)","Windows","Standard_B2as_v2","158.23.61.176","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/da38e850-2510-48e6-87cf-ba52d3d2fe94/resourcegroups/virtualcle_group/providers/microsoft.compute/virtualmachines/virtualcle""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/da38e850-2510-48e6-87cf-ba52d3d2fe94/resourceGroups/VirtualCle_group/providers/Microsoft.Compute/virtualMachines/VirtualCle"
